Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Ohio Street Beach Buoy,5/24/2023 1:00,,,,,,,5/24/2023 1:00,OhioStreetBeachBuoy202305240100
Ohio Street Beach Buoy,5/24/2023 2:00,,,,,,,5/24/2023 2:00,OhioStreetBeachBuoy202305240200
Ohio Street Beach Buoy,5/24/2023 3:00,,,,,,,5/24/2023 3:00,OhioStreetBeachBuoy202305240300
Ohio Street Beach Buoy,5/24/2023 4:00,,,,,,,5/24/2023 4:00,OhioStreetBeachBuoy202305240400
Ohio Street Beach Buoy,5/24/2023 5:00,,,,,,,5/24/2023 5:00,OhioStreetBeachBuoy202305240500
Ohio Street Beach Buoy,5/24/2023 6:00,,,,,,,5/24/2023 6:00,OhioStreetBeachBuoy202305240600
Ohio Street Beach Buoy,5/24/2023 7:00,,,,,,,5/24/2023 7:00,OhioStreetBeachBuoy202305240700
Ohio Street Beach Buoy,7/10/2023 14:20,,,,,,,7/10/2023 14:20,OhioStreetBeachBuoy202307101420
Ohio Street Beach Buoy,7/10/2023 15:20,,,,,,,7/10/2023 15:20,OhioStreetBeachBuoy202307101520
Ohio Street Beach Buoy,7/10/2023 16:20,,,,,,,7/10/2023 16:20,OhioStreetBeachBuoy202307101620
Ohio Street Beach Buoy,7/10/2023 17:00,,,,,,,7/10/2023 17:00,OhioStreetBeachBuoy202307101700
Ohio Street Beach Buoy,7/10/2023 18:00,,,,,,,7/10/2023 18:00,OhioStreetBeachBuoy202307101800
Ohio Street Beach Buoy,7/10/2023 19:00,,,,,,,7/10/2023 19:00,OhioStreetBeachBuoy202307101900
Ohio Street Beach Buoy,7/10/2023 20:00,,,,,,,7/10/2023 20:00,OhioStreetBeachBuoy202307102000
Ohio Street Beach Buoy,7/10/2023 21:00,,,,,,,7/10/2023 21:00,OhioStreetBeachBuoy202307102100
Ohio Street Beach Buoy,7/10/2023 22:00,,,,,,,7/10/2023 22:00,OhioStreetBeachBuoy202307102200
Ohio Street Beach Buoy,7/10/2023 23:00,,,,,,,7/10/2023 23:00,OhioStreetBeachBuoy202307102300
Ohio Street Beach Buoy,7/11/2023 0:00,,,,,,,7/11/2023 0:00,OhioStreetBeachBuoy202307112400
Ohio Street Beach Buoy,7/11/2023 1:00,,,,,,,7/11/2023 1:00,OhioStreetBeachBuoy202307110100
Ohio Street Beach Buoy,7/11/2023 2:00,,,,,,,7/11/2023 2:00,OhioStreetBeachBuoy202307110200
Ohio Street Beach Buoy,7/11/2023 3:00,,,,,,,7/11/2023 3:00,OhioStreetBeachBuoy202307110300
Ohio Street Beach Buoy,7/11/2023 4:00,,,,,,,7/11/2023 4:00,OhioStreetBeachBuoy202307110400
Ohio Street Beach Buoy,7/11/2023 5:00,,,,,,,7/11/2023 5:00,OhioStreetBeachBuoy202307110500
Ohio Street Beach Buoy,7/11/2023 6:00,,,,,,,7/11/2023 6:00,OhioStreetBeachBuoy202307110600
Ohio Street Beach Buoy,7/11/2023 7:00,,,,,,,7/11/2023 7:00,OhioStreetBeachBuoy202307110700
Ohio Street Beach Buoy,7/11/2023 8:00,,,,,,,7/11/2023 8:00,OhioStreetBeachBuoy202307110800
Ohio Street Beach Buoy,7/14/2023 12:00,,,,,,,7/14/2023 12:00,OhioStreetBeachBuoy202307141200
Ohio Street Beach Buoy,7/14/2023 13:00,,,,,,,7/14/2023 13:00,OhioStreetBeachBuoy202307141300
Ohio Street Beach Buoy,7/25/2023 17:00,,,,,,,7/25/2023 17:00,OhioStreetBeachBuoy202307251700
Ohio Street Beach Buoy,7/25/2023 18:00,,,,,,,7/25/2023 18:00,OhioStreetBeachBuoy202307251800
Ohio Street Beach Buoy,7/25/2023 19:00,,,,,,,7/25/2023 19:00,OhioStreetBeachBuoy202307251900
Ohio Street Beach Buoy,7/25/2023 20:00,,,,,,,7/25/2023 20:00,OhioStreetBeachBuoy202307252000
Ohio Street Beach Buoy,7/25/2023 21:00,,,,,,,7/25/2023 21:00,OhioStreetBeachBuoy202307252100
Ohio Street Beach Buoy,7/25/2023 22:00,,,,,,,7/25/2023 22:00,OhioStreetBeachBuoy202307252200
Ohio Street Beach Buoy,7/25/2023 23:00,,,,,,,7/25/2023 23:00,OhioStreetBeachBuoy202307252300
Ohio Street Beach Buoy,7/26/2023 0:00,,,,,,,7/26/2023 0:00,OhioStreetBeachBuoy202307262400
Ohio Street Beach Buoy,7/26/2023 1:00,,,,,,,7/26/2023 1:00,OhioStreetBeachBuoy202307260100
Ohio Street Beach Buoy,7/26/2023 2:00,,,,,,,7/26/2023 2:00,OhioStreetBeachBuoy202307260200
Ohio Street Beach Buoy,7/26/2023 3:00,,,,,,,7/26/2023 3:00,OhioStreetBeachBuoy202307260300
Ohio Street Beach Buoy,7/26/2023 4:00,,,,,,,7/26/2023 4:00,OhioStreetBeachBuoy202307260400
Ohio Street Beach Buoy,7/26/2023 5:00,,,,,,,7/26/2023 5:00,OhioStreetBeachBuoy202307260500
Ohio Street Beach Buoy,7/26/2023 6:00,,,,,,,7/26/2023 6:00,OhioStreetBeachBuoy202307260600
Ohio Street Beach Buoy,7/26/2023 7:00,,,,,,,7/26/2023 7:00,OhioStreetBeachBuoy202307260700
Ohio Street Beach Buoy,7/26/2023 8:00,,,,,,,7/26/2023 8:00,OhioStreetBeachBuoy202307260800
Ohio Street Beach Buoy,7/26/2023 9:00,,,,,,,7/26/2023 9:00,OhioStreetBeachBuoy202307260900
Ohio Street Beach Buoy,7/26/2023 10:00,,,,,,,7/26/2023 10:00,OhioStreetBeachBuoy202307261000
Ohio Street Beach Buoy,7/26/2023 11:00,,,,,,,7/26/2023 11:00,OhioStreetBeachBuoy202307261100
Ohio Street Beach Buoy,7/26/2023 12:00,,,,,,,7/26/2023 12:00,OhioStreetBeachBuoy202307261200
Ohio Street Beach Buoy,7/26/2023 13:00,,,,,,,7/26/2023 13:00,OhioStreetBeachBuoy202307261300
Ohio Street Beach Buoy,7/26/2023 14:00,,,,,,,7/26/2023 14:00,OhioStreetBeachBuoy202307261400
Ohio Street Beach Buoy,7/26/2023 15:00,,,,,,,7/26/2023 15:00,OhioStreetBeachBuoy202307261500
Ohio Street Beach Buoy,7/26/2023 16:00,,,,,,,7/26/2023 16:00,OhioStreetBeachBuoy202307261600
Ohio Street Beach Buoy,7/26/2023 17:00,,,,,,,7/26/2023 17:00,OhioStreetBeachBuoy202307261700
Ohio Street Beach Buoy,7/26/2023 18:00,,,,,,,7/26/2023 18:00,OhioStreetBeachBuoy202307261800
Ohio Street Beach Buoy,7/26/2023 19:00,,,,,,,7/26/2023 19:00,OhioStreetBeachBuoy202307261900
Ohio Street Beach Buoy,7/26/2023 20:00,,,,,,,7/26/2023 20:00,OhioStreetBeachBuoy202307262000
Ohio Street Beach Buoy,7/26/2023 21:00,,,,,,,7/26/2023 21:00,OhioStreetBeachBuoy202307262100
Ohio Street Beach Buoy,7/26/2023 22:00,,,,,,,7/26/2023 22:00,OhioStreetBeachBuoy202307262200
Ohio Street Beach Buoy,7/26/2023 23:00,,,,,,,7/26/2023 23:00,OhioStreetBeachBuoy202307262300
Ohio Street Beach Buoy,7/27/2023 0:00,,,,,,,7/27/2023 0:00,OhioStreetBeachBuoy202307272400
Ohio Street Beach Buoy,7/27/2023 1:00,,,,,,,7/27/2023 1:00,OhioStreetBeachBuoy202307270100
Ohio Street Beach Buoy,7/27/2023 2:00,,,,,,,7/27/2023 2:00,OhioStreetBeachBuoy202307270200
Ohio Street Beach Buoy,7/27/2023 3:00,,,,,,,7/27/2023 3:00,OhioStreetBeachBuoy202307270300
Ohio Street Beach Buoy,7/27/2023 4:00,,,,,,,7/27/2023 4:00,OhioStreetBeachBuoy202307270400
Ohio Street Beach Buoy,7/27/2023 5:00,,,,,,,7/27/2023 5:00,OhioStreetBeachBuoy202307270500
Ohio Street Beach Buoy,7/27/2023 6:00,,,,,,,7/27/2023 6:00,OhioStreetBeachBuoy202307270600
Ohio Street Beach Buoy,7/27/2023 7:00,,,,,,,7/27/2023 7:00,OhioStreetBeachBuoy202307270700
Ohio Street Beach Buoy,7/27/2023 8:00,,,,,,,7/27/2023 8:00,OhioStreetBeachBuoy202307270800
Ohio Street Beach Buoy,7/27/2023 9:00,,,,,,,7/27/2023 9:00,OhioStreetBeachBuoy202307270900
Ohio Street Beach Buoy,7/27/2023 10:00,,,,,,,7/27/2023 10:00,OhioStreetBeachBuoy202307271000
Ohio Street Beach Buoy,7/27/2023 11:00,,,,,,,7/27/2023 11:00,OhioStreetBeachBuoy202307271100
Ohio Street Beach Buoy,7/27/2023 12:00,,,,,,,7/27/2023 12:00,OhioStreetBeachBuoy202307271200
Ohio Street Beach Buoy,7/27/2023 13:00,,,,,,,7/27/2023 13:00,OhioStreetBeachBuoy202307271300
Ohio Street Beach Buoy,7/27/2023 14:00,,,,,,,7/27/2023 14:00,OhioStreetBeachBuoy202307271400
Ohio Street Beach Buoy,7/27/2023 15:00,,,,,,,7/27/2023 15:00,OhioStreetBeachBuoy202307271500
Ohio Street Beach Buoy,7/27/2023 16:00,,,,,,,7/27/2023 16:00,OhioStreetBeachBuoy202307271600
Ohio Street Beach Buoy,7/27/2023 17:00,,,,,,,7/27/2023 17:00,OhioStreetBeachBuoy202307271700
Ohio Street Beach Buoy,7/27/2023 18:00,,,,,,,7/27/2023 18:00,OhioStreetBeachBuoy202307271800
Ohio Street Beach Buoy,7/27/2023 19:00,,,,,,,7/27/2023 19:00,OhioStreetBeachBuoy202307271900
Ohio Street Beach Buoy,7/27/2023 20:00,,,,,,,7/27/2023 20:00,OhioStreetBeachBuoy202307272000
Ohio Street Beach Buoy,7/27/2023 21:00,,,,,,,7/27/2023 21:00,OhioStreetBeachBuoy202307272100
Ohio Street Beach Buoy,7/27/2023 22:00,,,,,,,7/27/2023 22:00,OhioStreetBeachBuoy202307272200
Ohio Street Beach Buoy,7/27/2023 23:00,,,,,,,7/27/2023 23:00,OhioStreetBeachBuoy202307272300
Ohio Street Beach Buoy,7/28/2023 0:00,,,,,,,7/28/2023 0:00,OhioStreetBeachBuoy202307282400
Ohio Street Beach Buoy,7/28/2023 1:00,,,,,,,7/28/2023 1:00,OhioStreetBeachBuoy202307280100
Ohio Street Beach Buoy,7/28/2023 2:00,,,,,,,7/28/2023 2:00,OhioStreetBeachBuoy202307280200
Ohio Street Beach Buoy,7/28/2023 3:00,,,,,,,7/28/2023 3:00,OhioStreetBeachBuoy202307280300
Ohio Street Beach Buoy,7/28/2023 5:00,,,,,,,7/28/2023 5:00,OhioStreetBeachBuoy202307280500
Ohio Street Beach Buoy,7/28/2023 6:00,,,,,,,7/28/2023 6:00,OhioStreetBeachBuoy202307280600
Ohio Street Beach Buoy,7/28/2023 7:00,,,,,,,7/28/2023 7:00,OhioStreetBeachBuoy202307280700
Ohio Street Beach Buoy,7/28/2023 8:00,,,,,,,7/28/2023 8:00,OhioStreetBeachBuoy202307280800
Ohio Street Beach Buoy,7/28/2023 9:00,,,,,,,7/28/2023 9:00,OhioStreetBeachBuoy202307280900
Ohio Street Beach Buoy,7/28/2023 10:00,,,,,,,7/28/2023 10:00,OhioStreetBeachBuoy202307281000
Ohio Street Beach Buoy,7/28/2023 11:00,,,,,,,7/28/2023 11:00,OhioStreetBeachBuoy202307281100
Ohio Street Beach Buoy,7/28/2023 12:00,,,,,,,7/28/2023 12:00,OhioStreetBeachBuoy202307281200
Ohio Street Beach Buoy,7/28/2023 13:00,,,,,,,7/28/2023 13:00,OhioStreetBeachBuoy202307281300
Ohio Street Beach Buoy,7/28/2023 14:00,,,,,,,7/28/2023 14:00,OhioStreetBeachBuoy202307281400
Ohio Street Beach Buoy,7/28/2023 15:00,,,,,,,7/28/2023 15:00,OhioStreetBeachBuoy202307281500
Ohio Street Beach Buoy,7/28/2023 16:20,,,,,,,7/28/2023 16:20,OhioStreetBeachBuoy202307281620
Ohio Street Beach Buoy,7/28/2023 17:00,,,,,,,7/28/2023 17:00,OhioStreetBeachBuoy202307281700
Ohio Street Beach Buoy,7/28/2023 18:00,,,,,,,7/28/2023 18:00,OhioStreetBeachBuoy202307281800
Ohio Street Beach Buoy,7/28/2023 19:00,,,,,,,7/28/2023 19:00,OhioStreetBeachBuoy202307281900
Ohio Street Beach Buoy,7/28/2023 20:00,,,,,,,7/28/2023 20:00,OhioStreetBeachBuoy202307282000
Ohio Street Beach Buoy,7/28/2023 21:00,,,,,,,7/28/2023 21:00,OhioStreetBeachBuoy202307282100
Ohio Street Beach Buoy,7/28/2023 22:00,,,,,,,7/28/2023 22:00,OhioStreetBeachBuoy202307282200
Ohio Street Beach Buoy,7/28/2023 23:00,,,,,,,7/28/2023 23:00,OhioStreetBeachBuoy202307282300
Ohio Street Beach Buoy,7/29/2023 0:00,,,,,,,7/29/2023 0:00,OhioStreetBeachBuoy202307292400
Ohio Street Beach Buoy,7/29/2023 1:00,,,,,,,7/29/2023 1:00,OhioStreetBeachBuoy202307290100
Ohio Street Beach Buoy,7/29/2023 2:00,,,,,,,7/29/2023 2:00,OhioStreetBeachBuoy202307290200
Ohio Street Beach Buoy,7/29/2023 3:00,,,,,,,7/29/2023 3:00,OhioStreetBeachBuoy202307290300
Ohio Street Beach Buoy,7/29/2023 4:00,,,,,,,7/29/2023 4:00,OhioStreetBeachBuoy202307290400
Ohio Street Beach Buoy,7/29/2023 5:00,,,,,,,7/29/2023 5:00,OhioStreetBeachBuoy202307290500
Ohio Street Beach Buoy,7/29/2023 6:00,,,,,,,7/29/2023 6:00,OhioStreetBeachBuoy202307290600
Ohio Street Beach Buoy,7/29/2023 7:00,,,,,,,7/29/2023 7:00,OhioStreetBeachBuoy202307290700
Ohio Street Beach Buoy,7/29/2023 8:00,,,,,,,7/29/2023 8:00,OhioStreetBeachBuoy202307290800
Ohio Street Beach Buoy,7/29/2023 9:00,,,,,,,7/29/2023 9:00,OhioStreetBeachBuoy202307290900
Ohio Street Beach Buoy,7/29/2023 10:00,,,,,,,7/29/2023 10:00,OhioStreetBeachBuoy202307291000
Ohio Street Beach Buoy,7/29/2023 11:00,,,,,,,7/29/2023 11:00,OhioStreetBeachBuoy202307291100
Ohio Street Beach Buoy,7/29/2023 12:00,,,,,,,7/29/2023 12:00,OhioStreetBeachBuoy202307291200
Ohio Street Beach Buoy,7/29/2023 13:00,,,,,,,7/29/2023 13:00,OhioStreetBeachBuoy202307291300
Ohio Street Beach Buoy,7/29/2023 14:00,,,,,,,7/29/2023 14:00,OhioStreetBeachBuoy202307291400
Ohio Street Beach Buoy,7/29/2023 15:00,,,,,,,7/29/2023 15:00,OhioStreetBeachBuoy202307291500
Ohio Street Beach Buoy,7/29/2023 16:00,,,,,,,7/29/2023 16:00,OhioStreetBeachBuoy202307291600
Ohio Street Beach Buoy,7/29/2023 17:00,,,,,,,7/29/2023 17:00,OhioStreetBeachBuoy202307291700
Ohio Street Beach Buoy,7/29/2023 18:00,,,,,,,7/29/2023 18:00,OhioStreetBeachBuoy202307291800
Ohio Street Beach Buoy,7/29/2023 19:00,,,,,,,7/29/2023 19:00,OhioStreetBeachBuoy202307291900
Ohio Street Beach Buoy,7/29/2023 20:00,,,,,,,7/29/2023 20:00,OhioStreetBeachBuoy202307292000
Ohio Street Beach Buoy,7/29/2023 21:00,,,,,,,7/29/2023 21:00,OhioStreetBeachBuoy202307292100
Ohio Street Beach Buoy,7/29/2023 22:00,,,,,,,7/29/2023 22:00,OhioStreetBeachBuoy202307292200
Ohio Street Beach Buoy,7/30/2023 0:00,,,,,,,7/30/2023 0:00,OhioStreetBeachBuoy202307302400
Ohio Street Beach Buoy,7/30/2023 1:00,,,,,,,7/30/2023 1:00,OhioStreetBeachBuoy202307300100
Ohio Street Beach Buoy,7/30/2023 2:00,,,,,,,7/30/2023 2:00,OhioStreetBeachBuoy202307300200
Ohio Street Beach Buoy,7/30/2023 3:00,,,,,,,7/30/2023 3:00,OhioStreetBeachBuoy202307300300
Ohio Street Beach Buoy,7/30/2023 4:00,,,,,,,7/30/2023 4:00,OhioStreetBeachBuoy202307300400
Ohio Street Beach Buoy,7/30/2023 5:00,,,,,,,7/30/2023 5:00,OhioStreetBeachBuoy202307300500
Ohio Street Beach Buoy,7/30/2023 6:00,,,,,,,7/30/2023 6:00,OhioStreetBeachBuoy202307300600
Ohio Street Beach Buoy,7/30/2023 7:00,,,,,,,7/30/2023 7:00,OhioStreetBeachBuoy202307300700
Ohio Street Beach Buoy,7/30/2023 8:00,,,,,,,7/30/2023 8:00,OhioStreetBeachBuoy202307300800
Ohio Street Beach Buoy,7/30/2023 9:00,,,,,,,7/30/2023 9:00,OhioStreetBeachBuoy202307300900
Ohio Street Beach Buoy,7/30/2023 10:00,,,,,,,7/30/2023 10:00,OhioStreetBeachBuoy202307301000
Ohio Street Beach Buoy,7/30/2023 11:00,,,,,,,7/30/2023 11:00,OhioStreetBeachBuoy202307301100
Ohio Street Beach Buoy,7/30/2023 12:00,,,,,,,7/30/2023 12:00,OhioStreetBeachBuoy202307301200
Ohio Street Beach Buoy,7/30/2023 13:00,,,,,,,7/30/2023 13:00,OhioStreetBeachBuoy202307301300
Ohio Street Beach Buoy,7/30/2023 14:00,,,,,,,7/30/2023 14:00,OhioStreetBeachBuoy202307301400
Ohio Street Beach Buoy,7/30/2023 15:00,,,,,,,7/30/2023 15:00,OhioStreetBeachBuoy202307301500
Ohio Street Beach Buoy,7/30/2023 16:00,,,,,,,7/30/2023 16:00,OhioStreetBeachBuoy202307301600
Ohio Street Beach Buoy,7/30/2023 17:00,,,,,,,7/30/2023 17:00,OhioStreetBeachBuoy202307301700
Ohio Street Beach Buoy,7/30/2023 18:00,,,,,,,7/30/2023 18:00,OhioStreetBeachBuoy202307301800
Ohio Street Beach Buoy,7/30/2023 19:00,,,,,,,7/30/2023 19:00,OhioStreetBeachBuoy202307301900
Ohio Street Beach Buoy,7/30/2023 20:00,,,,,,,7/30/2023 20:00,OhioStreetBeachBuoy202307302000
Ohio Street Beach Buoy,7/30/2023 21:00,,,,,,,7/30/2023 21:00,OhioStreetBeachBuoy202307302100
Ohio Street Beach Buoy,7/30/2023 22:00,,,,,,,7/30/2023 22:00,OhioStreetBeachBuoy202307302200
Ohio Street Beach Buoy,7/30/2023 23:00,,,,,,,7/30/2023 23:00,OhioStreetBeachBuoy202307302300
Ohio Street Beach Buoy,7/31/2023 0:00,,,,,,,7/31/2023 0:00,OhioStreetBeachBuoy202307312400
Ohio Street Beach Buoy,7/31/2023 1:00,,,,,,,7/31/2023 1:00,OhioStreetBeachBuoy202307310100
Ohio Street Beach Buoy,7/31/2023 2:00,,,,,,,7/31/2023 2:00,OhioStreetBeachBuoy202307310200
Ohio Street Beach Buoy,7/31/2023 3:00,,,,,,,7/31/2023 3:00,OhioStreetBeachBuoy202307310300
Ohio Street Beach Buoy,7/31/2023 4:00,,,,,,,7/31/2023 4:00,OhioStreetBeachBuoy202307310400
Ohio Street Beach Buoy,7/31/2023 5:00,,,,,,,7/31/2023 5:00,OhioStreetBeachBuoy202307310500
Ohio Street Beach Buoy,7/31/2023 6:00,,,,,,,7/31/2023 6:00,OhioStreetBeachBuoy202307310600
Ohio Street Beach Buoy,7/31/2023 7:00,,,,,,,7/31/2023 7:00,OhioStreetBeachBuoy202307310700
Ohio Street Beach Buoy,7/31/2023 8:00,,,,,,,7/31/2023 8:00,OhioStreetBeachBuoy202307310800
Ohio Street Beach Buoy,7/31/2023 9:00,,,,,,,7/31/2023 9:00,OhioStreetBeachBuoy202307310900
Ohio Street Beach Buoy,7/31/2023 10:00,,,,,,,7/31/2023 10:00,OhioStreetBeachBuoy202307311000
Ohio Street Beach Buoy,7/31/2023 11:00,,,,,,,7/31/2023 11:00,OhioStreetBeachBuoy202307311100
Ohio Street Beach Buoy,7/31/2023 12:00,,,,,,,7/31/2023 12:00,OhioStreetBeachBuoy202307311200
Ohio Street Beach Buoy,7/31/2023 13:00,,,,,,,7/31/2023 13:00,OhioStreetBeachBuoy202307311300
Ohio Street Beach Buoy,7/31/2023 14:00,,,,,,,7/31/2023 14:00,OhioStreetBeachBuoy202307311400
Ohio Street Beach Buoy,7/31/2023 15:00,,,,,,,7/31/2023 15:00,OhioStreetBeachBuoy202307311500
Ohio Street Beach Buoy,7/31/2023 16:00,,,,,,,7/31/2023 16:00,OhioStreetBeachBuoy202307311600
Ohio Street Beach Buoy,7/31/2023 17:00,,,,,,,7/31/2023 17:00,OhioStreetBeachBuoy202307311700
Ohio Street Beach Buoy,7/31/2023 19:00,,,,,,,7/31/2023 19:00,OhioStreetBeachBuoy202307311900
Ohio Street Beach Buoy,7/31/2023 20:00,,,,,,,7/31/2023 20:00,OhioStreetBeachBuoy202307312000
Ohio Street Beach Buoy,7/31/2023 21:00,,,,,,,7/31/2023 21:00,OhioStreetBeachBuoy202307312100
Ohio Street Beach Buoy,7/31/2023 22:00,,,,,,,7/31/2023 22:00,OhioStreetBeachBuoy202307312200
Ohio Street Beach Buoy,7/31/2023 23:00,,,,,,,7/31/2023 23:00,OhioStreetBeachBuoy202307312300
Ohio Street Beach Buoy,8/1/2023 0:00,,,,,,,8/1/2023 0:00,OhioStreetBeachBuoy202308012400
Ohio Street Beach Buoy,8/1/2023 1:00,,,,,,,8/1/2023 1:00,OhioStreetBeachBuoy202308010100
Ohio Street Beach Buoy,8/1/2023 2:00,,,,,,,8/1/2023 2:00,OhioStreetBeachBuoy202308010200
Ohio Street Beach Buoy,8/1/2023 3:00,,,,,,,8/1/2023 3:00,OhioStreetBeachBuoy202308010300
Ohio Street Beach Buoy,8/1/2023 4:00,,,,,,,8/1/2023 4:00,OhioStreetBeachBuoy202308010400
Ohio Street Beach Buoy,8/1/2023 5:00,,,,,,,8/1/2023 5:00,OhioStreetBeachBuoy202308010500
Ohio Street Beach Buoy,8/1/2023 6:00,,,,,,,8/1/2023 6:00,OhioStreetBeachBuoy202308010600
Ohio Street Beach Buoy,8/1/2023 7:00,,,,,,,8/1/2023 7:00,OhioStreetBeachBuoy202308010700
Ohio Street Beach Buoy,8/1/2023 8:00,,,,,,,8/1/2023 8:00,OhioStreetBeachBuoy202308010800
Ohio Street Beach Buoy,8/1/2023 9:00,,,,,,,8/1/2023 9:00,OhioStreetBeachBuoy202308010900
Ohio Street Beach Buoy,8/1/2023 10:00,,,,,,,8/1/2023 10:00,OhioStreetBeachBuoy202308011000
Ohio Street Beach Buoy,8/1/2023 11:00,,,,,,,8/1/2023 11:00,OhioStreetBeachBuoy202308011100
Ohio Street Beach Buoy,8/1/2023 12:00,,,,,,,8/1/2023 12:00,OhioStreetBeachBuoy202308011200
Ohio Street Beach Buoy,8/1/2023 13:00,,,,,,,8/1/2023 13:00,OhioStreetBeachBuoy202308011300
Ohio Street Beach Buoy,8/1/2023 14:00,,,,,,,8/1/2023 14:00,OhioStreetBeachBuoy202308011400
Ohio Street Beach Buoy,8/1/2023 15:00,,,,,,,8/1/2023 15:00,OhioStreetBeachBuoy202308011500
Ohio Street Beach Buoy,8/1/2023 16:00,,,,,,,8/1/2023 16:00,OhioStreetBeachBuoy202308011600
Ohio Street Beach Buoy,8/1/2023 17:00,,,,,,,8/1/2023 17:00,OhioStreetBeachBuoy202308011700
Ohio Street Beach Buoy,8/1/2023 18:00,,,,,,,8/1/2023 18:00,OhioStreetBeachBuoy202308011800
Ohio Street Beach Buoy,8/1/2023 19:00,,,,,,,8/1/2023 19:00,OhioStreetBeachBuoy202308011900
Ohio Street Beach Buoy,8/1/2023 20:00,,,,,,,8/1/2023 20:00,OhioStreetBeachBuoy202308012000
Ohio Street Beach Buoy,8/1/2023 21:00,,,,,,,8/1/2023 21:00,OhioStreetBeachBuoy202308012100
Ohio Street Beach Buoy,8/1/2023 22:00,,,,,,,8/1/2023 22:00,OhioStreetBeachBuoy202308012200
Ohio Street Beach Buoy,8/1/2023 23:00,,,,,,,8/1/2023 23:00,OhioStreetBeachBuoy202308012300
Ohio Street Beach Buoy,8/2/2023 0:00,,,,,,,8/2/2023 0:00,OhioStreetBeachBuoy202308022400
Ohio Street Beach Buoy,8/2/2023 1:00,,,,,,,8/2/2023 1:00,OhioStreetBeachBuoy202308020100
Ohio Street Beach Buoy,8/2/2023 2:00,,,,,,,8/2/2023 2:00,OhioStreetBeachBuoy202308020200
